Subject;Session;SACondition;"SACondition(1=ACC; 0 = SPD)";TrialNum;Difficulty(1 hard to 6 easiest);"ProbeChoice.ACC (0 = wrong; 1 = correct)";ProbeChoice.RT;ProbeConf.RESP;ConfResp;ProbeConf.RT
4;5;Speed;0;35;4;1;552;k;100;389
4;5;Speed;0;36;1;1;488;d;50;2164
4;5;Speed;0;37;2;0;583;k;100;2564
4;5;Speed;0;38;2;1;600;h;80;4052
4;5;Speed;0;39;2;1;552;j;90;564
4;5;Speed;0;40;6;1;631;k;100;1748
4;5;Speed;0;41;6;1;504;k;100;436
4;5;Speed;0;42;2;1;935;g;70;868
4;5;Speed;0;43;3;1;472;j;90;980
4;5;Speed;0;44;4;1;536;h;80;756
4;5;Speed;0;45;1;0;663;j;90;964
4;5;Speed;0;46;2;1;535;j;90;3236
4;5;Speed;0;47;2;1;471;k;100;644
4;5;Speed;0;48;1;0;552;k;100;500
4;5;Speed;0;49;5;1;520;h;80;820
4;5;Speed;0;50;2;0;440;j;90;756
4;5;Speed;0;51;3;1;519;j;90;1364
4;5;Speed;0;52;3;1;647;k;100;596
4;5;Speed;0;53;6;1;600;k;100;500
4;5;Speed;0;54;4;0;615;g;70;2660
4;5;Speed;0;55;5;1;647;k;100;484
4;5;Speed;0;56;6;1;423;k;100;436
4;5;Speed;0;57;6;0;648;d;50;1636
4;5;Speed;0;58;1;1;536;h;80;2628
4;5;Speed;0;59;5;1;551;j;90;1652
4;5;Speed;0;60;5;1;647;k;100;884
4;5;Speed;0;61;1;0;648;f;60;1476
4;5;Speed;0;62;6;1;552;k;100;484
4;5;Speed;0;63;4;1;520;k;100;500
4;5;Speed;0;64;1;0;551;k;100;500
4;5;Speed;0;65;5;1;536;k;100;420
4;5;Speed;0;66;5;1;519;k;100;596
4;5;Speed;0;67;4;1;504;j;90;772
4;5;Speed;0;68;4;1;536;k;100;1172
4;5;Speed;0;69;1;0;599;h;80;1012
4;5;Speed;0;70;1;1;600;g;70;4132
4;5;Speed;0;71;3;1;663;g;70;2868
4;5;Speed;0;72;4;0;583;d;50;1284
4;5;Accuracy;1;1;6;1;807;k;100;388
4;5;Accuracy;1;2;3;1;3607;h;80;404
4;5;Accuracy;1;3;2;1;695;k;100;372
4;5;Accuracy;1;4;5;1;919;k;100;292
4;5;Accuracy;1;5;3;1;664;k;100;276
4;5;Accuracy;1;6;2;0;1271;k;100;276
4;5;Accuracy;1;7;5;1;839;k;100;292
4;5;Accuracy;1;8;6;1;1143;k;100;292
4;5;Accuracy;1;9;3;1;1047;k;100;324
4;5;Accuracy;1;10;6;1;1671;k;100;404
4;5;Accuracy;1;11;6;1;2055;j;90;292
4;5;Accuracy;1;12;3;1;5352;j;90;436
4;5;Accuracy;1;13;4;1;1447;j;90;340
4;5;Accuracy;1;14;5;1;855;k;100;324
4;5;Accuracy;1;15;4;1;1543;j;90;420
4;5;Accuracy;1;16;4;1;1271;k;100;292
4;5;Accuracy;1;17;3;1;2087;j;90;292
4;5;Accuracy;1;18;3;1;631;k;100;292
4;5;Accuracy;1;19;1;1;887;j;90;404
4;5;Accuracy;1;20;4;1;1095;k;100;340
4;5;Accuracy;1;21;5;1;1159;j;90;532
4;5;Accuracy;1;22;6;1;679;k;100;276
4;5;Accuracy;1;23;1;1;3991;j;90;308
4;5;Accuracy;1;24;1;1;4407;j;90;308
4;5;Accuracy;1;25;2;0;1784;j;90;228
4;5;Accuracy;1;26;1;1;2104;k;100;356
4;5;Accuracy;1;27;2;1;3927;j;90;548
4;5;Accuracy;1;28;1;1;1735;j;90;324
4;5;Accuracy;1;29;5;1;1063;k;100;244
4;5;Accuracy;1;30;5;1;1095;k;100;324
4;5;Accuracy;1;31;1;0;6792;j;90;420
4;5;Accuracy;1;32;4;1;1367;k;100;308
4;5;Accuracy;1;33;5;1;759;k;100;324
4;5;Accuracy;1;34;1;0;1799;k;100;244
4;5;Accuracy;1;35;6;1;807;k;100;260
4;5;Accuracy;1;36;4;1;887;k;100;244
4;5;Accuracy;1;37;2;1;1415;k;100;292
4;5;Accuracy;1;38;2;1;2087;k;100;308
4;5;Accuracy;1;39;1;1;1959;j;90;420
4;5;Accuracy;1;40;2;1;3671;k;100;292
4;5;Accuracy;1;41;1;0;3831;h;80;452
4;5;Accuracy;1;42;2;0;5111;h;80;388
4;5;Accuracy;1;43;5;1;631;j;90;404
4;5;Accuracy;1;44;4;1;1015;k;100;276
4;5;Accuracy;1;45;3;1;2215;k;100;292
4;5;Accuracy;1;46;5;1;951;k;100;244
4;5;Accuracy;1;47;4;1;759;k;100;276
4;5;Accuracy;1;48;2;1;1799;k;100;260
4;5;Accuracy;1;49;4;1;3287;k;100;564
4;5;Accuracy;1;50;3;1;1271;k;100;244
4;5;Accuracy;1;51;1;1;887;j;90;324
4;5;Accuracy;1;52;1;0;935;k;100;436
4;5;Accuracy;1;53;2;1;631;k;100;308
4;5;Accuracy;1;54;3;1;1256;k;100;244
4;5;Accuracy;1;55;1;1;696;k;100;260
4;5;Accuracy;1;56;6;1;887;k;100;260
4;5;Accuracy;1;57;2;0;904;k;100;244
4;5;Accuracy;1;58;2;1;1624;k;100;420
4;5;Accuracy;1;59;5;1;2615;j;90;836
4;5;Accuracy;1;60;3;1;935;k;100;308
4;5;Accuracy;1;61;3;1;3879;j;90;340
4;5;Accuracy;1;62;6;1;775;k;100;452
4;5;Accuracy;1;63;4;1;887;k;100;292
4;5;Accuracy;1;64;6;1;663;k;100;244
4;5;Accuracy;1;65;6;1;648;k;100;260
4;5;Accuracy;1;66;6;1;647;k;100;260
4;5;Accuracy;1;67;4;1;1111;k;100;308
4;5;Accuracy;1;68;6;1;663;k;100;260
4;5;Accuracy;1;69;5;1;840;k;100;212
4;5;Accuracy;1;70;4;1;791;k;100;228
4;5;Accuracy;1;71;3;1;1111;k;100;228
4;5;Accuracy;1;72;5;1;1015;k;100;228
4;5;Speed;0;1;2;1;503;k;100;836
4;5;Speed;0;2;3;1;471;k;100;452
4;5;Speed;0;3;5;1;455;k;100;388
4;5;Speed;0;4;5;1;488;k;100;436
4;5;Speed;0;5;3;0;567;d;50;1204
4;5;Speed;0;6;3;1;648;k;100;612
4;5;Speed;0;7;1;1;663;g;70;964
4;5;Speed;0;8;2;1;520;h;80;692
4;5;Speed;0;9;2;1;536;j;90;5444
4;5;Speed;0;10;1;1;567;j;90;500
4;5;Speed;0;11;5;1;504;k;100;468
4;5;Speed;0;12;3;1;551;j;90;548
4;5;Speed;0;13;3;1;680;g;70;1780
4;5;Speed;0;14;6;0;631;g;70;1028
4;5;Speed;0;15;2;0;647;g;70;3188
4;5;Speed;0;16;1;1;615;h;80;676
4;5;Speed;0;17;1;1;599;g;70;692
4;5;Speed;0;18;1;1;552;h;80;948
4;5;Speed;0;19;6;1;488;k;100;500
4;5;Speed;0;20;6;1;599;k;100;468
4;5;Speed;0;21;6;1;519;k;100;548
4;5;Speed;0;22;3;1;696;j;90;2132
4;5;Speed;0;23;2;1;520;k;100;388
4;5;Speed;0;24;1;0;791;f;60;3172
4;5;Speed;0;25;4;1;679;k;100;596
4;5;Speed;0;26;5;1;583;k;100;484
4;5;Speed;0;27;4;1;520;k;100;452
4;5;Speed;0;28;5;1;456;k;100;404
4;5;Speed;0;29;5;1;503;k;100;468
4;5;Speed;0;30;4;1;423;k;100;436
4;5;Speed;0;31;2;1;600;g;70;1684
4;5;Speed;0;32;5;1;520;k;100;484
4;5;Speed;0;33;6;1;504;k;100;388
4;5;Speed;0;34;5;1;536;k;100;420
4;5;Speed;0;35;2;0;695;j;90;596
4;5;Speed;0;36;2;1;423;k;100;660
4;5;Speed;0;37;4;0;519;d;50;1428
4;5;Speed;0;38;2;0;600;h;80;1556
4;5;Speed;0;39;1;0;520;h;80;756
4;5;Speed;0;40;6;1;455;k;100;500
4;5;Speed;0;41;6;1;503;k;100;484
4;5;Speed;0;42;4;1;535;k;100;532
4;5;Speed;0;43;2;0;552;j;90;788
4;5;Speed;0;44;4;1;424;k;100;484
4;5;Speed;0;45;6;1;439;k;100;468
4;5;Speed;0;46;6;0;632;d;50;1108
4;5;Speed;0;47;4;1;488;k;100;372
4;5;Speed;0;48;5;1;567;k;100;436
4;5;Speed;0;49;5;1;487;k;100;372
4;5;Speed;0;50;3;1;535;k;100;436
4;5;Speed;0;51;4;1;600;k;100;1092
4;5;Speed;0;52;1;0;503;h;80;916
4;5;Speed;0;53;4;1;519;k;100;420
4;5;Speed;0;54;4;1;472;k;100;404
4;5;Speed;0;55;5;1;535;k;100;388
4;5;Speed;0;56;6;1;472;k;100;324
4;5;Speed;0;57;4;1;520;k;100;468
4;5;Speed;0;58;4;1;455;k;100;372
4;5;Speed;0;59;1;0;791;g;70;1044
4;5;Speed;0;60;1;1;407;k;100;612
4;5;Speed;0;61;3;1;568;j;90;852
4;5;Speed;0;62;6;1;535;k;100;836
4;5;Speed;0;63;3;1;439;k;100;436
4;5;Speed;0;64;1;1;663;h;80;708
4;5;Speed;0;65;3;1;439;k;100;1284
4;5;Speed;0;66;6;1;568;j;90;580
4;5;Speed;0;67;1;0;631;g;70;788
4;5;Speed;0;68;3;0;743;f;60;1364
4;5;Speed;0;69;5;1;759;k;100;564
4;5;Speed;0;70;2;1;455;k;100;500
4;5;Speed;0;71;2;1;568;h;80;1060
4;5;Speed;0;72;3;1;439;j;90;772
4;5;Accuracy;1;1;6;1;887;k;100;324
4;5;Accuracy;1;2;1;1;3223;h;80;452
4;5;Accuracy;1;3;4;1;999;j;90;244
4;5;Accuracy;1;4;5;1;1143;k;100;836
4;5;Accuracy;1;5;1;0;2120;k;100;324
4;5;Accuracy;1;6;3;1;1239;k;100;340
4;5;Accuracy;1;7;3;1;743;k;100;260
4;5;Accuracy;1;8;2;1;1399;j;90;324
4;5;Accuracy;1;9;5;1;1271;k;100;340
4;5;Accuracy;1;10;1;1;1176;k;100;260
4;5;Accuracy;1;11;5;1;919;k;100;244
4;5;Accuracy;1;12;2;0;1543;j;90;436
4;5;Accuracy;1;13;3;1;3207;j;90;1636
4;5;Accuracy;1;14;1;1;2679;j;90;388
4;5;Accuracy;1;15;4;1;1095;j;90;500
4;5;Accuracy;1;16;4;1;1271;k;100;308
4;5;Accuracy;1;17;4;1;1287;k;100;260
4;5;Accuracy;1;18;3;1;1207;k;100;292
4;5;Accuracy;1;19;2;1;10648;j;90;436
4;5;Accuracy;1;20;2;1;1368;j;90;276
4;5;Accuracy;1;21;6;1;791;k;100;260
4;5;Accuracy;1;22;5;1;791;k;100;292
4;5;Accuracy;1;23;6;1;1031;k;100;276
4;5;Accuracy;1;24;5;1;1031;k;100;340
4;5;Accuracy;1;25;6;1;1271;k;100;260
4;5;Accuracy;1;26;6;1;823;k;100;260
4;5;Accuracy;1;27;6;1;855;k;100;276
4;5;Accuracy;1;28;3;1;1623;k;100;228
4;5;Accuracy;1;29;3;1;903;k;100;228
4;5;Accuracy;1;30;1;1;2279;j;90;436
4;5;Accuracy;1;31;3;1;2135;j;90;420
4;5;Accuracy;1;32;5;1;1271;k;100;372
4;5;Accuracy;1;33;2;1;3639;j;90;404
4;5;Accuracy;1;34;4;1;903;k;100;228
4;5;Accuracy;1;35;3;0;2919;k;100;548
4;5;Accuracy;1;36;5;1;999;j;90;324
4;5;Accuracy;1;37;4;1;887;k;100;276
4;5;Accuracy;1;38;1;0;1927;j;90;308
4;5;Accuracy;1;39;6;1;600;k;100;276
4;5;Accuracy;1;40;6;1;791;k;100;244
4;5;Accuracy;1;41;2;1;1159;k;100;276
4;5;Accuracy;1;42;2;1;4103;j;90;452
4;5;Accuracy;1;43;1;1;1559;j;90;340
4;5;Accuracy;1;44;5;1;1239;k;100;292
4;5;Accuracy;1;45;1;1;2343;k;100;356
4;5;Accuracy;1;46;4;1;807;k;100;260
4;5;Accuracy;1;47;6;1;759;k;100;276
4;5;Accuracy;1;48;1;1;1079;j;90;260
4;5;Accuracy;1;49;3;1;983;k;100;308
4;5;Accuracy;1;50;4;1;887;k;100;244
4;5;Accuracy;1;51;3;0;1319;k;100;244
4;5;Accuracy;1;52;6;1;1223;k;100;356
4;5;Accuracy;1;53;2;1;1767;k;100;532
4;5;Accuracy;1;54;5;1;711;k;100;260
4;5;Accuracy;1;55;2;1;2231;k;100;244
4;5;Accuracy;1;56;5;1;887;k;100;260
4;5;Accuracy;1;57;4;1;2343;k;100;228
4;5;Accuracy;1;58;2;1;1815;j;90;276
4;5;Accuracy;1;59;4;1;2055;j;90;260
4;5;Accuracy;1;60;3;1;1271;k;100;260
4;5;Accuracy;1;61;5;1;951;k;100;276
4;5;Accuracy;1;62;5;1;1159;k;100;276
4;5;Accuracy;1;63;4;1;1399;j;90;276
4;5;Accuracy;1;64;2;1;2151;j;90;292
4;5;Accuracy;1;65;6;1;983;k;100;228
4;5;Accuracy;1;66;6;1;743;k;100;212
4;5;Accuracy;1;67;1;1;1655;j;90;324
4;5;Accuracy;1;68;1;1;919;k;100;244
4;5;Accuracy;1;69;3;1;2935;j;90;420
4;5;Accuracy;1;70;1;0;3383;j;90;340
4;5;Accuracy;1;71;4;1;4583;j;90;356
4;5;Accuracy;1;72;2;1;2167;j;90;324
4;5;Speed;0;1;5;1;423;k;100;836
4;5;Speed;0;2;5;1;423;k;100;372
4;5;Speed;0;3;1;1;519;k;100;516
4;5;Speed;0;4;6;1;535;j;90;436
4;5;Speed;0;5;4;1;471;k;100;404
4;5;Speed;0;6;6;1;487;k;100;356
4;5;Speed;0;7;4;1;567;k;100;356
4;5;Speed;0;8;3;0;583;d;50;1508
4;5;Speed;0;9;1;1;551;k;100;1060
4;5;Speed;0;10;2;1;471;j;90;532
4;5;Speed;0;11;6;1;471;k;100;436
4;5;Speed;0;12;3;0;488;h;80;868
4;5;Speed;0;13;4;1;503;k;100;468
4;5;Speed;0;14;5;1;519;k;100;516
4;5;Speed;0;15;1;1;487;j;90;548
4;5;Speed;0;16;2;1;471;k;100;548
4;5;Speed;0;17;3;1;535;k;100;516
4;5;Speed;0;18;3;0;775;k;100;1428
4;5;Speed;0;19;3;1;567;h;80;692
4;5;Speed;0;20;2;1;503;j;90;548
4;5;Speed;0;21;6;1;584;k;100;596
4;5;Speed;0;22;3;0;488;h;80;2228
4;5;Speed;0;23;1;0;567;j;90;596
4;5;Speed;0;24;6;1;551;j;90;564
4;5;Speed;0;25;6;1;568;k;100;548
4;5;Speed;0;26;3;1;503;k;100;356
4;5;Speed;0;27;4;0;615;d;50;964
4;5;Speed;0;28;4;1;535;j;90;1620
4;5;Speed;0;29;5;1;455;k;100;420
4;5;Speed;0;30;2;0;488;k;100;356
4;5;Speed;0;31;3;1;503;k;100;372
4;5;Speed;0;32;1;1;759;k;100;436
4;5;Speed;0;33;2;1;391;k;100;500
4;5;Speed;0;34;1;0;359;g;70;980
4;5;Speed;0;35;5;1;535;k;100;484
4;5;Speed;0;36;6;1;503;k;100;372
4;5;Speed;0;37;3;1;455;k;100;484
4;5;Speed;0;38;6;1;487;k;100;340
4;5;Speed;0;39;4;1;711;j;90;868
4;5;Speed;0;40;1;1;616;k;100;436
4;5;Speed;0;41;4;1;631;k;100;884
4;5;Speed;0;42;3;1;583;k;100;548
4;5;Speed;0;43;6;1;551;j;90;612
4;5;Speed;0;44;5;1;551;k;100;1156
4;5;Speed;0;45;5;1;439;k;100;452
4;5;Speed;0;46;2;1;711;k;100;548
4;5;Speed;0;47;1;0;535;k;100;388
4;5;Speed;0;48;4;0;535;d;50;980
4;5;Speed;0;49;3;1;439;j;90;1460
4;5;Speed;0;50;2;0;536;j;90;836
4;5;Speed;0;51;5;1;567;k;100;2004
4;5;Speed;0;52;6;1;551;k;100;436
4;5;Speed;0;53;4;1;631;k;100;484
4;5;Speed;0;54;2;1;456;k;100;436
4;5;Speed;0;55;6;1;472;k;100;372
4;5;Speed;0;56;5;1;487;k;100;452
4;5;Speed;0;57;6;1;519;k;100;388
4;5;Speed;0;58;2;1;583;k;100;356
4;5;Speed;0;59;4;1;647;j;90;612
4;5;Speed;0;60;1;0;695;k;100;452
4;5;Speed;0;61;5;1;471;k;100;404
4;5;Speed;0;62;2;1;503;k;100;388
4;5;Speed;0;63;5;1;711;k;100;484
4;5;Speed;0;64;4;1;583;k;100;468
4;5;Speed;0;65;1;0;504;d;50;4068
4;5;Speed;0;66;2;0;535;h;80;3316
4;5;Speed;0;67;1;1;615;j;90;628
4;5;Speed;0;68;2;1;600;g;70;1940
4;5;Speed;0;69;4;0;568;h;80;2036
4;5;Speed;0;70;3;1;551;h;80;820
4;5;Speed;0;71;5;1;568;k;100;404
4;5;Speed;0;72;1;1;551;k;100;468
4;5;Accuracy;1;1;3;1;855;k;100;404
4;5;Accuracy;1;2;6;1;551;k;100;260
4;5;Accuracy;1;3;2;1;1895;k;100;292
4;5;Accuracy;1;4;4;1;663;k;100;292
4;5;Accuracy;1;5;6;1;567;k;100;292
4;5;Accuracy;1;6;1;1;3591;k;100;564
4;5;Accuracy;1;7;1;0;983;k;100;308
4;5;Accuracy;1;8;5;1;631;k;100;260
4;5;Accuracy;1;9;2;1;1063;k;100;340
4;5;Accuracy;1;10;3;1;695;k;100;276
4;5;Accuracy;1;11;3;0;1303;k;100;484
4;5;Accuracy;1;12;4;1;1159;k;100;324
4;5;Accuracy;1;13;4;1;1703;j;90;1252
4;5;Accuracy;1;14;1;0;2615;j;90;436
4;5;Accuracy;1;15;5;1;791;k;100;452
4;5;Accuracy;1;16;3;1;647;k;100;276
4;5;Accuracy;1;17;1;1;1559;j;90;484
4;5;Accuracy;1;18;5;1;4295;k;100;372
4;5;Accuracy;1;19;5;1;1399;k;100;564
4;5;Accuracy;1;20;4;1;1671;k;100;388
4;5;Accuracy;1;21;3;1;1175;k;100;308
4;5;Accuracy;1;22;5;1;743;k;100;260
4;5;Accuracy;1;23;5;1;1639;k;100;308
4;5;Accuracy;1;24;6;1;967;k;100;276
4;5;Accuracy;1;25;2;1;1271;k;100;292
4;5;Accuracy;1;26;3;0;2567;h;80;388
4;5;Accuracy;1;27;6;1;1575;k;100;356
4;5;Accuracy;1;28;1;1;1623;k;100;260
4;5;Accuracy;1;29;5;1;935;k;100;292
4;5;Accuracy;1;30;3;1;791;k;100;244
4;5;Accuracy;1;31;2;1;1095;k;100;340
4;5;Accuracy;1;32;4;1;823;k;100;276
4;5;Accuracy;1;33;5;1;1207;k;100;292
4;5;Accuracy;1;34;2;0;1015;k;100;292
4;5;Accuracy;1;35;2;1;1495;k;100;372
4;5;Accuracy;1;36;4;1;823;k;100;228
4;5;Accuracy;1;37;2;0;855;k;100;196
4;5;Accuracy;1;38;2;1;935;k;100;276
4;5;Accuracy;1;39;6;1;759;k;100;228
4;5;Accuracy;1;40;5;1;1287;k;100;324
4;5;Accuracy;1;41;4;0;967;k;100;228
4;5;Accuracy;1;42;1;1;2119;k;100;356
4;5;Accuracy;1;43;6;1;1111;k;100;324
4;5;Accuracy;1;44;5;1;1367;k;100;388
4;5;Accuracy;1;45;5;1;679;k;100;228
4;5;Accuracy;1;46;1;0;5927;j;90;596
4;5;Accuracy;1;47;6;1;855;k;100;276
4;5;Accuracy;1;48;1;1;10343;h;80;740
4;5;Accuracy;1;49;1;1;1319;j;90;452
4;5;Accuracy;1;50;3;1;1143;k;100;548
4;5;Accuracy;1;51;2;1;1335;k;100;324
4;5;Accuracy;1;52;4;1;855;k;100;260
4;5;Accuracy;1;53;6;1;743;k;100;244
4;5;Accuracy;1;54;6;1;759;k;100;212
4;5;Accuracy;1;55;2;0;2007;j;90;324
4;5;Accuracy;1;56;6;1;615;k;100;244
4;5;Accuracy;1;57;4;1;2503;j;90;548
4;5;Accuracy;1;58;3;1;903;k;100;292
4;5;Accuracy;1;59;4;1;1463;k;100;356
4;5;Accuracy;1;60;5;1;1191;k;100;276
4;5;Accuracy;1;61;1;1;4807;j;90;372
4;5;Accuracy;1;62;2;0;3479;j;90;276
4;5;Accuracy;1;63;1;1;727;j;90;420
4;5;Accuracy;1;64;4;1;1703;k;100;292
4;5;Accuracy;1;65;4;1;984;k;100;260
4;5;Accuracy;1;66;2;1;4423;j;90;260
4;5;Accuracy;1;67;6;1;743;k;100;212
4;5;Accuracy;1;68;3;1;855;j;90;260
4;5;Accuracy;1;69;3;1;2167;k;100;532
4;5;Accuracy;1;70;1;0;1639;k;100;228
4;5;Accuracy;1;71;3;1;823;k;100;212
4;5;Accuracy;1;72;6;1;807;k;100;228
4;6;Accuracy;1;1;2;1;1624;k;100;485
4;6;Accuracy;1;2;1;1;1608;k;100;373
4;6;Accuracy;1;3;1;0;2936;k;100;341
4;6;Accuracy;1;4;6;1;584;k;100;341
4;6;Accuracy;1;5;3;1;1319;k;100;485
4;6;Accuracy;1;6;1;0;1192;k;100;373
4;6;Accuracy;1;7;1;1;2760;k;100;341
4;6;Accuracy;1;8;2;0;1128;k;100;293
4;6;Accuracy;1;9;4;1;2103;k;100;341
4;6;Accuracy;1;10;6;1;887;k;100;325
4;6;Accuracy;1;11;4;1;936;k;100;309
4;6;Accuracy;1;12;4;1;871;k;100;277
4;6;Accuracy;1;13;5;1;952;k;100;277
4;6;Accuracy;1;14;2;1;2408;j;90;309
4;6;Accuracy;1;15;6;1;664;k;100;309
4;6;Accuracy;1;16;3;1;727;k;100;245
4;6;Accuracy;1;17;2;1;808;k;100;277
4;6;Accuracy;1;18;3;0;6520;h;80;933
4;6;Accuracy;1;19;1;1;1048;k;100;325
4;6;Accuracy;1;20;1;1;3032;j;90;293
4;6;Accuracy;1;21;5;1;1128;k;100;277
4;6;Accuracy;1;22;6;1;632;k;100;245
4;6;Accuracy;1;23;1;0;3255;k;100;277
4;6;Accuracy;1;24;4;1;1240;k;100;325
4;6;Accuracy;1;25;5;1;1208;k;100;1317
4;6;Accuracy;1;26;5;1;648;k;100;277
4;6;Accuracy;1;27;3;0;6328;k;100;405
4;6;Accuracy;1;28;3;1;600;k;100;277
4;6;Accuracy;1;29;3;1;712;k;100;229
4;6;Accuracy;1;30;3;1;2200;j;90;645
4;6;Accuracy;1;31;3;0;2040;k;100;341
4;6;Accuracy;1;32;3;1;3320;k;100;309
4;6;Accuracy;1;33;6;1;1400;k;100;373
4;6;Accuracy;1;34;4;1;952;k;100;293
4;6;Accuracy;1;35;6;1;728;k;100;245
4;6;Accuracy;1;36;4;1;760;k;100;229
4;6;Accuracy;1;37;3;1;1384;k;100;261
4;6;Accuracy;1;38;5;1;1992;k;100;309
4;6;Accuracy;1;39;6;1;968;k;100;261
4;6;Accuracy;1;40;2;1;1752;k;100;261
4;6;Accuracy;1;41;5;1;696;k;100;245
4;6;Accuracy;1;42;1;1;2024;k;100;229
4;6;Accuracy;1;43;2;0;1560;k;100;245
4;6;Accuracy;1;44;4;1;984;k;100;261
4;6;Accuracy;1;45;2;1;1304;k;100;277
4;6;Accuracy;1;46;6;1;1112;k;100;229
4;6;Accuracy;1;47;4;1;2168;k;100;213
4;6;Accuracy;1;48;6;1;1832;k;100;245
4;6;Accuracy;1;49;3;1;696;k;100;229
4;6;Accuracy;1;50;4;1;744;k;100;245
4;6;Accuracy;1;51;1;0;4056;j;90;293
4;6;Accuracy;1;52;1;1;1704;j;90;885
4;6;Accuracy;1;53;5;1;4088;j;90;1397
4;6;Accuracy;1;54;5;1;872;k;100;469
4;6;Accuracy;1;55;1;0;7800;j;90;261
4;6;Accuracy;1;56;3;1;1400;j;90;261
4;6;Accuracy;1;57;5;1;728;k;100;261
4;6;Accuracy;1;58;6;1;1624;k;100;229
4;6;Accuracy;1;59;6;1;888;k;100;245
4;6;Accuracy;1;60;2;1;2488;j;90;277
4;6;Accuracy;1;61;4;1;2872;k;100;277
4;6;Accuracy;1;62;4;1;2776;k;100;357
4;6;Accuracy;1;63;4;1;1464;j;90;261
4;6;Accuracy;1;64;5;1;1816;k;100;213
4;6;Accuracy;1;65;5;0;808;k;100;293
4;6;Accuracy;1;66;5;1;1832;k;100;261
4;6;Accuracy;1;67;2;1;728;k;100;245
4;6;Accuracy;1;68;6;1;632;k;100;245
4;6;Accuracy;1;69;1;0;1208;k;100;229
4;6;Accuracy;1;70;2;1;6520;j;90;405
4;6;Accuracy;1;71;2;1;1352;j;90;373
4;6;Accuracy;1;72;2;1;4136;j;90;277
4;6;Speed;0;1;4;1;520;j;90;4181
4;6;Speed;0;2;4;1;376;k;100;1669
4;6;Speed;0;3;1;1;408;j;90;725
4;6;Speed;0;4;5;1;504;j;90;549
4;6;Speed;0;5;6;1;392;k;100;565
4;6;Speed;0;6;6;1;648;k;100;901
4;6;Speed;0;7;5;1;520;k;100;549
4;6;Speed;0;8;2;0;616;g;70;4677
4;6;Speed;0;9;4;1;424;h;80;933
4;6;Speed;0;10;6;1;488;k;100;517
4;6;Speed;0;11;2;1;616;f;60;1285
4;6;Speed;0;12;4;1;520;k;100;2805
4;6;Speed;0;13;4;1;456;h;80;1029
4;6;Speed;0;14;6;1;536;k;100;2325
4;6;Speed;0;15;2;1;456;k;100;629
4;6;Speed;0;16;1;0;472;g;70;4661
4;6;Speed;0;17;6;1;360;k;100;917
4;6;Speed;0;18;6;1;392;k;100;549
4;6;Speed;0;19;3;1;392;j;90;1397
4;6;Speed;0;20;1;0;424;g;70;1125
4;6;Speed;0;21;5;1;408;k;100;549
4;6;Speed;0;22;3;1;392;k;100;517
4;6;Speed;0;23;1;1;520;k;100;501
4;6;Speed;0;24;1;1;520;j;90;1045
4;6;Speed;0;25;6;1;312;k;100;2485
4;6;Speed;0;26;6;1;312;k;100;613
4;6;Speed;0;27;1;0;456;h;80;933
4;6;Speed;0;28;6;1;392;k;100;581
4;6;Speed;0;29;3;0;312;f;60;1877
4;6;Speed;0;30;6;1;456;k;100;517
4;6;Speed;0;31;5;1;472;k;100;533
4;6;Speed;0;32;2;1;408;g;70;2501
4;6;Speed;0;33;5;1;552;j;90;981
4;6;Speed;0;34;4;1;360;j;90;1221
4;6;Speed;0;35;4;1;376;k;100;549
4;6;Speed;0;36;4;0;472;g;70;933
4;6;Speed;0;37;2;1;376;j;90;3269
4;6;Speed;0;38;3;1;408;k;100;517
4;6;Speed;0;39;2;0;440;h;80;1077
4;6;Speed;0;40;3;1;536;k;100;693
4;6;Speed;0;41;3;1;440;d;50;1157
4;6;Speed;0;42;6;1;440;j;90;661
4;6;Speed;0;43;4;1;568;j;90;709
4;6;Speed;0;44;5;1;536;k;100;1221
4;6;Speed;0;45;5;0;488;d;50;1061
4;6;Speed;0;46;3;1;472;j;90;1509
4;6;Speed;0;47;4;1;408;j;90;694
4;6;Speed;0;48;3;1;552;k;100;1925
4;6;Speed;0;49;2;1;504;j;90;837
4;6;Speed;0;50;4;1;408;k;100;501
4;6;Speed;0;51;3;1;440;k;100;661
4;6;Speed;0;52;5;1;504;k;100;1525
4;6;Speed;0;53;5;1;440;k;100;1301
4;6;Speed;0;54;5;1;488;k;100;549
4;6;Speed;0;55;2;1;424;j;90;661
4;6;Speed;0;56;2;1;552;h;80;2421
4;6;Speed;0;57;6;1;424;k;100;533
4;6;Speed;0;58;2;1;456;j;90;677
4;6;Speed;0;59;1;0;456;h;80;789
4;6;Speed;0;60;1;1;696;h;80;885
4;6;Speed;0;61;5;1;424;k;100;549
4;6;Speed;0;62;1;1;456;j;90;565
4;6;Speed;0;63;3;1;600;j;90;1445
4;6;Speed;0;64;3;1;536;k;100;1573
4;6;Speed;0;65;2;0;584;g;70;1141
4;6;Speed;0;66;1;0;616;j;90;709
4;6;Speed;0;67;5;1;552;k;100;1061
4;6;Speed;0;68;2;1;504;j;90;1062
4;6;Speed;0;69;1;0;472;d;50;1285
4;6;Speed;0;70;4;1;552;j;90;613
4;6;Speed;0;71;3;1;536;j;90;1269
4;6;Speed;0;72;1;0;456;f;60;2917
4;6;Accuracy;1;1;4;1;1192;k;100;597
